WormBaseGeneID	RILtrait	RILe_chr	RILe_peak	RIL_var_exp	gene_Chr	gene_start	gene_end	RILe_start	RILe_end	RILeQTL_classification	RILHyperDivergent	RILhotspot_Chr	RILhotspot_cM	RILHotspot	RILHotspot_QTL_count	Hotspots_Detected_in_WIeQTL	Merged_RILHotspots_cM	merged_RILHotspots_QTL_count	Detected_in_WIeQTL	Chr_pos	eChr_pos
WBGene00019530	A_12_P101358	IV	4037719	0.756915192684535	IV	4164692	4166230	3988400	4250670	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00012114	A_12_P101375	I	9554938	0.145420618922241	I	8151862	8159732	7969987	10093210	Distant eQTL	No	I	26	No	5	NA	NA	NA	NA	I	I
WBGene00001852	A_12_P101389	V	13010814	0.146019577502143	V	14949771	14952800	12298716	14362950	Distant eQTL	No	V	25	Yes	14		25	14	NA	V	V
WBGene00021816	A_12_P101402	III	3326662	0.181202880209366	III	3317725	3321253	3303150	3437658	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00015077	A_12_P101408	V	5237566	0.458585081425591	V	5243815	5248021	5235073	5281983	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00021278	A_12_P101422	III	13111797	0.309652281599294	I	2506891	2513710	12640270	13191926	Distant eQTL	No	III	48.5	No	2	NA	NA	NA	NA	I	III
WBGene00013129	A_12_P101426	V	5045041	0.104567232081597	I	11039052	11052501	4613377	5237566	Distant eQTL	No	V	16.5	Yes	11		16.5	11	NA	I	V
WBGene00010338	A_12_P101434	X	15825470	0.106573768585299	X	15842356	15847599	15342885	16056012	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00010572	A_12_P101435	X	14346521	0.862660353919838	X	14350118	14352873	14334563	14477626	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00000293	A_12_P101461	II	11324153	0.215353093214388	II	10869028	10870827	10693447	11654614	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00016024	A_12_P101488	X	5361887	0.121157194620473	IV	2122789	2126145	4630882	5676445	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00014009	A_12_P101501	X	4758185	0.118782703445156	IV	12014131	12015696	3789476	5676445	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00007392	A_12_P101525	V	17933106	0.484050015749874	V	17895268	17896804	17856801	17938642	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00002230	A_12_P101527	III	483064	0.102816688347258	III	194460	228838	4664	836640	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00016224	A_12_P101540	III	4664	0.669885835534808	III	106824	107899	4664	29436	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00016863	A_12_P101543	V	5237566	0.206095555260692	V	5234768	5237169	5235073	5571503	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00020901	A_12_P101569	I	3682557	0.0532853301119188	I	3637351	3638819	3594690	3923864	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00008810	A_12_P101582	IV	15525171	0.119714103758898	III	13024547	13028014	15393010	15983752	Distant eQTL	No	IV	41.5	Yes	20	Yes	41.5, 42	61	NA	III	IV
WBGene00010280	A_12_P101610	V	5107998	0.111901548789727	V	13665390	13669292	4847449	6850366	Distant eQTL	No	V	18	Yes	10		18	10	NA	V	V
WBGene00011165	A_12_P101612	II	9430890	0.582707333323451	II	9462537	9464093	9336865	9651692	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00000190	A_12_P101614	X	11328403	0.10609926311686	IV	7634786	7635710	9591109	12932361	Distant eQTL	No	X	24	No	3	NA	NA	NA	NA	IV	X
WBGene00022110	A_12_P101618	I	2928045	0.0719376992085809	I	2903596	2907751	2862749	2931464	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00021709	A_12_P101630	I	4715035	0.092278498421027	V	696504	699603	4256443	4843830	Distant eQTL	No	I	21	No	3	NA	NA	NA	NA	V	I
WBGene00019341	A_12_P101638	II	2530349	0.367835388312701	II	2525219	2537854	2513970	2589650	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00010471	A_12_P101644	V	12403730	0.451706373064103	V	12412487	12413701	12279420	12861006	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00010471	A_12_P101644	V	17050088	0.109527476066795	V	12412487	12413701	16771119	17330124	Distant eQTL	No	V	32.5	No	2	NA	NA	NA	NA	V	V
WBGene00018430	A_12_P101647	V	5722437	0.302196224305789	V	5785957	5790262	5699019	5856208	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00018359	A_12_P101648	IV	13902731	0.361803650702231	IV	8119090	8121362	13754511	14237700	Distant eQTL	No	IV	38.5	Yes	8		38.5	8	NA	IV	IV
WBGene00013375	A_12_P101649	IV	13356132	0.12872895260437	IV	13365169	13368435	13068189	13392021	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00016635	A_12_P101650	I	3682557	0.0560339301881084	III	3153148	3153336	3667385	4187461	Distant eQTL	No	I	19	No	2	NA	NA	NA	NA	III	I
WBGene00008952	A_12_P101679	X	9642366	0.153260405747078	X	10005311	10008759	8058569	10545442	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00007660	A_12_P101694	IV	4656772	0.129203010276649	I	13136390	13138544	3958558	4818285	Distant eQTL	No	IV	28	Yes	10	Yes	27.5, 28, 28.5, 29	66	NA	I	IV
WBGene00008345	A_12_P101699	V	13155451	0.338137031681487	V	13553379	13556397	12975400	13228106	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00012722	A_12_P101708	II	13897233	0.338738681872572	II	13970584	13972970	13882420	14071163	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00007849	A_12_P101711	X	4167697	0.117329814237712	X	14003009	14012595	3814926	5361887	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00007617	A_12_P101729	X	3843271	0.118271059932281	V	14423776	14425010	3713398	4501238	Distant eQTL	No	X	12	Yes	73		12	73	NA	V	X
WBGene00009423	A_12_P101732	X	5569019	0.126365091615969	V	15919434	15920373	4630882	5810100	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00009423	A_12_P101732	V	5269261	0.0357210715224997	V	15919434	15920373	5149493	5614890	Distant eQTL	No	V	18	Yes	10		18	10	NA	V	V
WBGene00008794	A_12_P101739	V	14290503	0.516181686844613	V	14306468	14306871	14146627	15066983	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00044094	A_12_P101755	X	3843271	0.106372916761113	I	8253452	8254961	3713398	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	I	X
WBGene00003826	A_12_P101759	III	11767486	0.216338550456697	III	11830907	11847353	11572261	11847455	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00018223	A_12_P101763	IV	11570976	0.176406971800927	II	2520842	2522060	10365714	12512951	Distant eQTL	No	IV	32.5	No	4	NA	NA	NA	NA	II	IV
WBGene00022496	A_12_P101767	III	1200042	0.386115519295986	III	1261942	1262842	1198473	1275807	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00012345	A_12_P101769	I	13316670	0.54026982895558	I	13337433	13338921	13307128	13351874	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00012345	A_12_P101769	X	4758185	0.000762631126519027	I	13337433	13338921	4674201	5176675	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	I	X
WBGene00003571	A_12_P101773	IV	15712992	0.290717088759528	III	9710240	9713949	15678791	15881855	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	III	IV
WBGene00003571	A_12_P101773	IV	7328515	0.00143113200855365	III	9710240	9713949	6945644	8179349	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	III	IV
WBGene00003571	A_12_P101773	X	3843271	0.0391189511936044	III	9710240	9713949	3716925	3940409	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00012478	A_12_P101805	I	12833013	0.143692941649463	I	12844269	12853130	12804294	12932809	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00044015	A_12_P101810	V	9104120	0.14195882274983	V	9482181	9483182	8766484	9985933	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00044015	A_12_P101810	II	1990551	0.0101423486939892	V	9482181	9483182	1988126	2075279	Distant eQTL	No	II	4	No	3	NA	NA	NA	NA	V	II
WBGene00021497	A_12_P101816	IV	7328515	0.750024221886188	IV	7349279	7365113	7283800	7396833	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00013520	A_12_P101817	IV	15746218	0.142176825446656	IV	15302421	15309421	15520335	15954820	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00008783	A_12_P101827	I	12098639	0.114285779043798	I	12218433	12222298	11992373	12277687	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00008783	A_12_P101827	II	1718365	1.5160004545365e-07	I	12218433	12222298	1041078	1857345	Distant eQTL	No	II	3.5	Yes	6		3.5	6	NA	I	II
WBGene00008783	A_12_P101827	II	8864770	0.000839196827817722	I	12218433	12222298	8707524	9145624	Distant eQTL	No	II	19	Yes	15	Yes	19	15	NA	I	II
WBGene00001189	A_12_P101838	X	5526747	0.174802729439316	IV	10478442	10481844	4674201	5810100	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00022347	A_12_P101843	III	1402564	0.231441117504775	III	1409238	1415365	1395216	1460260	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00012037	A_12_P101844	I	12649342	0.483716750905896	I	12665067	12668893	12625280	12732062	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00008132	A_12_P101862	I	13709331	0.133501471385857	I	12970239	12978787	13440345	13875092	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00013898	A_12_P101863	V	12931140	0.164190301654882	V	12812258	12814124	12298716	13690761	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00018622	A_12_P101868	V	708608	0.288721755958557	V	640749	642924	691031	1062760	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00010974	A_12_P101884	III	10293762	0.166514779938677	III	10258831	10261782	9993581	10500696	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00018518	A_12_P101896	X	7002637	0.203410852719294	X	7265647	7267893	6864316	8030746	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00020448	A_12_P101899	III	968943	0.493791096789143	III	962269	963833	943410	977059	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00013176	A_12_P101902	II	14608351	0.169117704869618	II	15110144	15116319	14229519	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00011333	A_12_P101918	I	9729023	0.125223692949219	II	10242592	10247644	9523381	10158231	Distant eQTL	No	I	26	No	5	NA	NA	NA	NA	II	I
WBGene00004807	A_12_P101919	I	9429198	0.150804262612147	I	9471341	9472645	9348087	9554938	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00001392	A_12_P101959	III	681953	0.562306559355961	III	842931	843802	674333	865404	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00009712	A_12_P101987	II	7161299	0.178510400469923	II	8996284	8997037	6570733	9842467	Distant eQTL	No	II	19	Yes	15	Yes	19	15	NA	II	II
WBGene00016104	A_12_P101988	X	5638607	0.273394226371222	X	5461236	5466779	5341098	5676445	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00018645	A_12_P102000	X	4862702	0.125084854607268	IV	4119460	4120415	4171941	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	Yes	IV	X
WBGene00020532	A_12_P102006	II	1990551	0.276014085884911	II	2098871	2104158	1988126	2196572	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00020532	A_12_P102006	V	18938530	0.000805635470422577	II	2098871	2104158	18916789	19132445	Distant eQTL	No	V	39	No	3	NA	NA	NA	NA	II	V
WBGene00020532	A_12_P102006	IV	12963367	0.00426802916234212	II	2098871	2104158	12868784	13098759	Distant eQTL	No	IV	34.5	No	5	NA	NA	NA	NA	II	IV
WBGene00020532	A_12_P102006	V	20486369	5.66065032824638e-05	II	2098871	2104158	20135235	20921615	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	V
WBGene00020050	A_12_P102008	X	3843271	0.112890480136569	III	7567467	7570133	3713398	4566632	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00003763	A_12_P102009	IV	1586020	0.10506766375986	V	19606180	19608419	1497020	1791440	Distant eQTL	No	IV	10.5	No	2	NA	NA	NA	NA	V	IV
WBGene00003249	A_12_P102021	X	3843271	0.111718982464126	III	13403234	13404514	3713398	3863779	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00010951	A_12_P102025	IV	15380612	0.197316865401255	IV	15108769	15110935	15108346	15442610	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00000057	A_12_P102032	V	15619566	0.289644077743405	V	15551155	15559154	15339524	15651566	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013941	A_12_P102037	X	5361887	0.147951323920343	V	17105783	17106656	3934740	5676445	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00020802	A_12_P102038	II	6331341	0.643188863458608	II	6401949	6403105	6299394	6548478	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00018092	A_12_P102045	V	2064625	0.104450236224208	V	2100062	2103218	1800608	2819635	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00022175	A_12_P102095	III	2703636	0.203755039815327	III	2707731	2716447	2674957	2747582	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00019658	A_12_P102097	IV	14547789	0.104798811562707	IV	652130	653421	13418977	15091125	Distant eQTL	No	IV	39.5	No	4	NA	NA	NA	NA	IV	IV
WBGene00014258	A_12_P102105	II	9761097	0.231129453696588	II	9684085	9686720	9360560	9894694	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00012044	A_12_P102106	V	533022	0.668217591993628	V	15781401	15782011	532659	533525	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00015710	A_12_P102115	X	5576572	0.146394705006505	V	7688193	7689988	5383095	6159202	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00006979	A_12_P102123	X	4635054	0.287148940267532	X	12340377	12341438	4504557	5291269	Distant eQTL	No	X	14	Yes	15	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00007090	A_12_P102124	V	5097086	0.111106207258863	IV	12141161	12143343	4964433	5269306	Distant eQTL	No	V	17.5	No	2	NA	NA	NA	NA	IV	V
WBGene00015016	A_12_P102153	II	1990551	0.23550536292614	II	2048061	2049175	1988126	2075279	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00006786	A_12_P102156	V	19932372	0.771296782977794	V	19995942	20004495	19900018	19994937	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00011191	A_12_P102160	V	14190544	0.172033593595548	V	13956106	13958347	13755243	15269015	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00022689	A_12_P102163	II	1727040	0.273783533069069	II	1945518	1946517	1709378	1857282	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00000627	A_12_P102172	V	12931140	0.112940081088597	I	3651236	3652702	12298716	13622608	Distant eQTL	No	V	25	Yes	14		25	14	NA	I	V
WBGene00016879	A_12_P102181	IV	16529740	0.101579651323783	IV	17197904	17206845	15954820	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00006701	A_12_P102184	IV	4037719	0.33352394015585	IV	4103018	4106263	3953879	4295474	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00013101	A_12_P102257	V	11513193	0.1367612497057	IV	16522529	16526138	10121039	12403730	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	IV	V
WBGene00009406	A_12_P102269	X	5291269	0.111928403156324	II	8256311	8257605	4284268	5676445	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00019235	A_12_P102287	V	5237566	0.104124570464524	V	4901374	4903010	4763332	5796075	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00013734	A_12_P102288	III	12591165	0.64809375593283	III	12595994	12599729	12589611	12643539	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00018448	A_12_P102294	II	1041031	0.106707235637577	II	1021505	1023528	6368	1296443	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00004749	A_12_P102309	X	10711645	0.224462608587111	X	10589770	10593334	10439641	11328403	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00007951	A_12_P102323	V	10220682	0.151221759352717	V	10510443	10514381	9918470	11806498	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00020345	A_12_P102339	V	15834708	0.162520185924536	I	6225351	6226098	15665599	16167823	Distant eQTL	No	V	29.5	No	4	NA	NA	NA	NA	I	V
WBGene00021260	A_12_P102359	I	1516275	0.040580025837691	III	1672453	1687205	1508520	1549969	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	I
WBGene00001461	A_12_P102381	X	5576572	0.144915404992214	X	3012182	3018555	4630882	5922452	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00009180	A_12_P102396	II	14608351	0.18786272712536	II	14390713	14407911	14218855	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00008677	A_12_P102397	V	16186731	0.193758149613927	V	16214884	16217706	16060421	16436223	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00008677	A_12_P102397	X	4862702	0.009206413162112	V	16214884	16217706	4171941	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00010625	A_12_P102400	V	11513193	0.151569666890281	V	10339494	10340971	10458053	11671299	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00011511	A_12_P102425	II	8102088	0.254473159440199	II	8067981	8073380	7367480	9179575	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00012293	A_12_P102434	X	3843271	0.117890092728453	V	14824424	14829231	3716925	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	V	X
WBGene00008914	A_12_P102439	X	5291269	0.181727408431068	V	10948212	10949129	4630882	5676445	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00009299	A_12_P102460	V	4385285	0.149622988596962	V	17313599	17315153	4165257	4516065	Distant eQTL	No	V	14.5	No	5	NA	NA	NA	NA	V	V
WBGene00009299	A_12_P102460	V	20445160	0.00238432392283897	V	17313599	17315153	20322261	20484393	Distant eQTL	No	V	45.5	No	2	NA	NA	NA	NA	V	V
WBGene00009236	A_12_P102461	IV	15573322	0.141389686745149	V	10747934	10749049	15442610	15983752	Distant eQTL	No	IV	41.5	Yes	20	Yes	41.5, 42	61	NA	V	IV
WBGene00022348	A_12_P102465	III	1402564	0.718923763291672	III	1419855	1427226	1401486	1452343	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00009783	A_12_P102467	II	11891426	0.105918921898653	II	8811353	8812634	9559785	12049752	Distant eQTL	No	II	23	No	2	NA	NA	NA	NA	II	II
WBGene00022230	A_12_P102477	IV	15961314	0.33431887667282	IV	6738726	6740374	15954820	15983752	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	IV	IV
WBGene00016530	A_12_P102478	X	4862702	0.188426880622509	X	7889215	7889767	4454441	6076783	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00021342	A_12_P102487	X	21056	0.128339764739392	X	16541	34439	21056	1594701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00022310	A_12_P102506	IV	1400988	0.449303796234062	IV	1410755	1419853	1314462	1425153	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00004817	A_12_P102514	V	15928368	0.284741813948898	V	16389241	16389865	15922484	15963182	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00021743	A_12_P102520	V	1113279	0.260374031939185	V	1092657	1098952	691031	1436415	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00020831	A_12_P102526	IV	3358974	0.541412582325035	IV	3258908	3263493	3166638	3367227	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00014135	A_12_P102539	IV	4755912	0.127412876793421	IV	12880607	12883290	4281922	6109938	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	IV	IV
WBGene00009663	A_12_P102549	II	7659303	0.118070818045452	II	11799035	11802415	6654199	9145624	Distant eQTL	No	II	19	Yes	15	Yes	19	15	NA	II	II
WBGene00007506	A_12_P102550	IV	8747453	0.213187518841733	IV	9371431	9373280	8044494	9987122	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00009515	A_12_P102551	IV	1266572	0.526051908925174	IV	1266866	1274425	1239040	1310646	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00021843	A_12_P102564	X	3843271	0.117211207024674	I	3015741	3021535	3713398	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	I	X
WBGene00018590	A_12_P102575	X	5569019	0.167540419338814	X	2163382	2164071	4630882	5676445	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00008375	A_12_P102599	V	10568558	0.337134062223426	V	10784236	10785370	10332855	11032432	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00012459	A_12_P102603	II	11988183	0.241053476111642	II	11989018	11992857	11918867	12049752	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00012459	A_12_P102603	II	14204646	0.00307511839160821	II	11989018	11992857	14070545	14243104	Distant eQTL	No	II	41	Yes	10		41	10	NA	II	II
WBGene00015404	A_12_P102610	II	343260	0.130125637463333	II	388831	392737	6368	916957	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00015404	A_12_P102610	V	12442176	5.42168309161245e-05	II	388831	392737	12257725	12903236	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	V
WBGene00016763	A_12_P102616	III	2454777	0.298610295663476	IV	6217349	6219476	2411406	2561122	Distant eQTL	No	III	14	No	3	NA	NA	NA	NA	IV	III
WBGene00011974	A_12_P102623	I	4997003	0.115213274434758	III	3801901	3804438	4775095	6651082	Distant eQTL	No	I	21.5	No	2	NA	NA	NA	NA	III	I
WBGene00016207	A_12_P102654	IV	4693652	0.10058887072726	III	7937827	7940931	4368392	6481596	Distant eQTL	No	IV	28	Yes	10	Yes	27.5, 28, 28.5, 29	66	NA	III	IV
WBGene00003947	A_12_P102667	IV	1713430	0.361434638225248	IV	1708803	1709753	1697436	1791440	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00003947	A_12_P102667	X	11847730	0.0469756189776309	IV	1708803	1709753	11819089	11897385	Distant eQTL	No	X	28	No	4	NA	NA	NA	NA	IV	X
WBGene00011293	A_12_P102668	X	4758185	0.117560850289999	IV	10699316	10706114	4483054	5341098	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00016577	A_12_P102673	IV	4761504	0.403189030596291	II	3017468	3019907	4755912	5023053	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	II	IV
WBGene00010584	A_12_P102678	I	14821667	0.105321752428118	I	14732931	14733669	14663203	15058920	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00021799	A_12_P102679	IV	9995259	0.173647409757095	III	3233102	3241362	8986377	11595915	Distant eQTL	No	IV	32	Yes	9	Yes	30.5, 31, 31.5, 32	48	NA	III	IV
WBGene00006986	A_12_P102681	III	12361892	0.53642059558624	III	12333761	12345348	12319309	12393485	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00013333	A_12_P102702	X	5576572	0.157963148526522	IV	14770650	14771425	4891523	5949176	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00013333	A_12_P102702	II	643539	0.00406824868200952	IV	14770650	14771425	6368	693206	Distant eQTL	No	II	2.5	Yes	7	Yes	2.5	7	NA	IV	II
WBGene00013333	A_12_P102702	X	1594701	0.00504253514117723	IV	14770650	14771425	1461018	2155975	Distant eQTL	No	X	3.5	No	3	NA	NA	NA	NA	IV	X
WBGene00017468	A_12_P102711	V	5167653	0.569040278464823	V	5127041	5130081	5107543	5215297	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013275	A_12_P102720	II	12370973	0.848646585736943	II	12383463	12384692	12354355	12420847	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
