trait	ld_betw	eQTL_1	eQTL_2	LD	chroms
Y55F3AM.3a.1	Local eQTL to Distant eQTL	IV_43186	I_12987942	0.161482604013107	Between different chromosomes
Y55F3AM.3a.1	Local eQTL to Distant eQTL	IV_43186	III_1556006	0.144510241396689	Between different chromosomes
Y55F3BR.10.1	Local eQTL to Distant eQTL	IV_844609	I_10693877	0.0350393294537374	Between different chromosomes
Y55F3BR.10.1	Local eQTL to Distant eQTL	IV_844609	III_811742	0.0334164164881264	Between different chromosomes
Y59A8B.11a.1	Local eQTL to Distant eQTL	V_18338441	IV_2069037	0.192032311529428	Between different chromosomes
Y59H11AR.4.1	Local eQTL to Distant eQTL	IV_8752110	II_4524957	0.0472935283841564	Between different chromosomes
Y60A3A.11	Local eQTL to Distant eQTL	V_20214514	IV_3877777	0.0827792748734181	Between different chromosomes
Y60A3A.8.1	Local eQTL to Distant eQTL	V_20050056	II_4401578	0.0201237727959064	Between different chromosomes
Y61B8A.4.1	Local eQTL to Distant eQTL	V_17928339	IV_16464402	0.0133212111758419	Between different chromosomes
Y62E10A.11.1	Local eQTL to Distant eQTL	IV_13369766	I_13348750	0.156342669550668	Between different chromosomes
Y66D12A.16c.1	Local eQTL to Distant eQTL	III_11365589	II_9126470	0.0512268938095581	Between different chromosomes
Y66D12A.16c.1	Local eQTL to Distant eQTL	III_11365589	III_1286892	0.243756827521431	On the same chromosome
Y66D12A.16d.1	Local eQTL to Distant eQTL	III_11506922	II_306200	0.00488378307719535	Between different chromosomes
Y69H2.3a.1	Local eQTL to Distant eQTL	V_18685235	II_587549	0.533458791652896	Between different chromosomes
Y69H2.3d.1	Local eQTL to Distant eQTL	V_18685235	II_587549	0.533458791652896	Between different chromosomes
Y69H2.3e.1	Local eQTL to Distant eQTL	V_18685235	II_587549	0.533458791652896	Between different chromosomes
Y69H2.3g.1	Local eQTL to Distant eQTL	V_18685235	I_13171417	0.340475294608285	Between different chromosomes
Y69H2.3g.1	Local eQTL to Distant eQTL	V_18685235	II_587549	0.533458791652896	Between different chromosomes
Y69H2.3g.1	Local eQTL to Distant eQTL	V_18685235	IV_13190783	0.28949598668971	Between different chromosomes
Y69H2.3i.1	Local eQTL to Distant eQTL	V_18685235	IV_14704638	0.323900931114029	Between different chromosomes
Y71H2B.2.2	Local eQTL to Distant eQTL	III_2910515	II_2154970	0.243661873385862	Between different chromosomes
Y73F8A.31	Local eQTL to Distant eQTL	IV_15531652	II_3905784	0.00666984877088699	Between different chromosomes
Y73F8A.31	Local eQTL to Distant eQTL	IV_15531652	II_8404773	0.0013527024619521	Between different chromosomes
Y75B12A.1	Local eQTL to Distant eQTL	V_15105307	II_3731688	0.0312347669532463	Between different chromosomes
Y75B8A.21.1	Local eQTL to Distant eQTL	III_12235033	I_1636553	0.0488734750833036	Between different chromosomes
ZC47.3.2	Local eQTL to Distant eQTL	III_1267124	II_3748259	0.132025268916006	Between different chromosomes
ZK1055.4.2	Local eQTL to Distant eQTL	V_7317606	I_2747057	0.350213856323441	Between different chromosomes
ZK1055.4.2	Local eQTL to Distant eQTL	V_7317606	II_630902	0.0777196576278254	Between different chromosomes
ZK1055.4.2	Local eQTL to Distant eQTL	V_7317606	III_11891019	0.0609504218969575	Between different chromosomes
ZK1055.4.2	Local eQTL to Distant eQTL	V_7317606	IV_6341638	0.334022519636027	Between different chromosomes
ZK228.1.1	Local eQTL to Distant eQTL	V_18416714	I_3173070	0.164818399220271	Between different chromosomes
ZK228.1.1	Local eQTL to Distant eQTL	V_18416714	IV_4035975	0.23495125358769	Between different chromosomes
ZK354.9.1	Local eQTL to Distant eQTL	IV_5342758	IV_1024470	0.211548592017562	On the same chromosome
ZK402.1.1	Local eQTL to Distant eQTL	X_1436636	IV_16114207	0.178120410110026	Between different chromosomes
ZK402.5.1	Local eQTL to Distant eQTL	X_1436636	I_345372	0.19967912509849	Between different chromosomes
ZK402.5.1	Local eQTL to Distant eQTL	X_1436636	I_14106800	0.17651998428662	Between different chromosomes
ZK402.5.1	Local eQTL to Distant eQTL	X_1436636	V_7596063	0.197795413543169	Between different chromosomes
ZK899.6.1	Local eQTL to Distant eQTL	X_9352211	V_4519114	0.0197149101034891	Between different chromosomes
B0001.6.2	Local eQTL to Distant eQTL	V_1859969	IV_12607488	0.157045018695233	Between different chromosomes
B0001.6.2	Local eQTL to Distant eQTL	X_1658638	IV_12607488	0.109153535622993	Between different chromosomes
B0365.6.1	Local eQTL to Distant eQTL	X_5067480	V_12902310	0.343695497246459	Between different chromosomes
C01G12.1.2	Local eQTL to Distant eQTL	V_5501275	II_14628657	0.222026343537473	Between different chromosomes
C01G12.1.2	Local eQTL to Distant eQTL	X_8740424	II_14628657	0.247829378344995	Between different chromosomes
C01G12.12	Local eQTL to Distant eQTL	X_9162358	II_15113045	0.164818399220271	Between different chromosomes
C01G12.7.1	Local eQTL to Distant eQTL	V_20030979	II_14884692	0.0371669733198753	Between different chromosomes
C04G2.4.1	Local eQTL to Distant eQTL	V_7820031	IV_10236177	0.652842586844204	Between different chromosomes
C08E3.11	Local eQTL to Distant eQTL	II_13907987	II_2181630	0.0442412566175573	On the same chromosome
C08E3.11	Local eQTL to Distant eQTL	V_14652952	II_2181630	0.0109557999833771	Between different chromosomes
C08E3.11	Local eQTL to Distant eQTL	X_5067480	II_2181630	0.0278965056813433	Between different chromosomes
C08E3.12.1	Local eQTL to Distant eQTL	II_13907987	II_2111466	0.019061788716417	On the same chromosome
C08E3.12.1	Local eQTL to Distant eQTL	III_11807405	II_2111466	0.000476146683685945	Between different chromosomes
C08F1.1	Local eQTL to Distant eQTL	V_15896217	II_1739882	0.271624626275761	Between different chromosomes
C08G5.3b	Local eQTL to Distant eQTL	V_20001672	II_1242460	0.00445890571895451	Between different chromosomes
C16A11.5d.1	Local eQTL to Distant eQTL	III_2644030	II_4424134	0.24366187338586	Between different chromosomes
C16C4.9	Local eQTL to Distant eQTL	IV_12849163	II_1521913	0.0443795493601245	Between different chromosomes
C16C4.9	Local eQTL to Distant eQTL	MtDNA_11475	II_1521913	0.0256073218841407	Between different chromosomes
C16C4.9	Local eQTL to Distant eQTL	V_13762996	II_1521913	0.0820074469563976	Between different chromosomes
C16C4.9	Local eQTL to Distant eQTL	X_11378563	II_1521913	0.206339184098047	Between different chromosomes
C17C3.12b.1	Local eQTL to Distant eQTL	IV_8819903	II_5558019	0.354836047456475	Between different chromosomes
C17C3.12c.2	Local eQTL to Distant eQTL	IV_13393497	II_5505071	0.444149566748996	Between different chromosomes
C17C3.12e.1	Local eQTL to Distant eQTL	IV_13319119	II_5505071	0.418967076012089	Between different chromosomes
C17C3.12e.1	Local eQTL to Distant eQTL	V_9207551	II_5505071	0.387021016262098	Between different chromosomes
C17C3.1a.1	Local eQTL to Distant eQTL	IV_4759599	II_5110041	0.449364428626559	Between different chromosomes
C17C3.1a.1	Local eQTL to Distant eQTL	V_18998037	II_5110041	0.420798736256602	Between different chromosomes
C23H3.4a.1	Local eQTL to Distant eQTL	II_14583673	II_376492	0.343695497246459	On the same chromosome
C23H3.4a.1	Local eQTL to Distant eQTL	V_14652952	II_376492	0.343695497246459	Between different chromosomes
C23H3.4a.1	Local eQTL to Distant eQTL	X_1479451	II_376492	0.416979879687461	Between different chromosomes
C24H11.2.1	Local eQTL to Distant eQTL	V_20001672	III_11782126	0.150561615633196	Between different chromosomes
C25H3.3.1	Local eQTL to Distant eQTL	IV_15378958	II_5586326	0.282776874486341	Between different chromosomes
C25H3.6a.2	Local eQTL to Distant eQTL	III_5054704	II_5308622	0.00509935802477197	Between different chromosomes
C27D8.4.1	Local eQTL to Distant eQTL	V_9426848	IV_13190783	0.179459444138876	Between different chromosomes
C32A3.2.1	Local eQTL to Distant eQTL	V_7596063	III_4098226	0.0129254682825118	Between different chromosomes
C32B5.13.1	Local eQTL to Distant eQTL	IV_4282387	II_968720	0.204850985010117	Between different chromosomes
C32H11.13.1	Local eQTL to Distant eQTL	V_18108540	IV_12867385	0.175734669200461	Between different chromosomes
C33D9.9	Local eQTL to Distant eQTL	X_12981252	IV_8752110	0.0109987531258788	Between different chromosomes
C34D4.3.2	Local eQTL to Distant eQTL	V_4390262	IV_7791948	0.284379668383317	Between different chromosomes
C35B1.8.1	Local eQTL to Distant eQTL	V_19140114	IV_3977772	0.343695497246459	Between different chromosomes
C35E7.5b.1	Local eQTL to Distant eQTL	X_11378563	I_11023315	0.0659063573188263	Between different chromosomes
C39B5.2.2	Local eQTL to Distant eQTL	III_7315694	III_2363241	0.608264526371115	On the same chromosome
C39B5.6.1	Local eQTL to Distant eQTL	III_12614426	III_1985360	0.0978677513268941	On the same chromosome
C40A11.3.1	Local eQTL to Distant eQTL	V_14068470	II_1539480	0.00589393466961308	Between different chromosomes
C41D11.1a.2	Local eQTL to Distant eQTL	V_2792989	I_4434616	0.278789392928126	Between different chromosomes
C41D11.1e.1	Local eQTL to Distant eQTL	IV_17072978	I_4434616	0.263923947349592	Between different chromosomes
C41D11.1e.1	Local eQTL to Distant eQTL	V_2792989	I_4434616	0.278789392928126	Between different chromosomes
C41H7.5a.1	Local eQTL to Distant eQTL	IV_4282387	II_2476363	0.179459444138876	Between different chromosomes
C41H7.5a.1	Local eQTL to Distant eQTL	V_6065111	II_2476363	0.213781266727184	Between different chromosomes
C41H7.5b.1	Local eQTL to Distant eQTL	IV_4282387	II_2476363	0.179459444138876	Between different chromosomes
C41H7.5b.1	Local eQTL to Distant eQTL	V_6989071	II_2476363	0.460220833287447	Between different chromosomes
C41H7.7.1	Local eQTL to Distant eQTL	II_10628031	II_3767356	0.0108519191424274	On the same chromosome
C44B11.6.1	Local eQTL to Distant eQTL	V_6698818	III_3131140	0.493197248151226	Between different chromosomes
C46C2.7.1	Local eQTL to Distant eQTL	X_5067480	IV_9116894	0.0994332972548961	Between different chromosomes
C49G7.11.1	Local eQTL to Distant eQTL	X_8579010	V_4037590	0.150989802146985	Between different chromosomes
C55A6.1.2	Local eQTL to Distant eQTL	V_18849905	V_11238035	0.184627301788781	On the same chromosome
C55A6.1.2	Local eQTL to Distant eQTL	X_6526258	V_11238035	0.330875291252744	Between different chromosomes
D2096.10.1	Local eQTL to Distant eQTL	X_4563807	IV_7957120	0.2590611571635	Between different chromosomes
DC2.5a.1	Local eQTL to Distant eQTL	X_14966284	V_1714	0.243661873385862	Between different chromosomes
F02H6.4a	Local eQTL to Distant eQTL	V_16674284	IV_14420820	0.0169629860354863	Between different chromosomes
F08B4.2a.1	Local eQTL to Distant eQTL	V_14447671	IV_7971848	0.242602864444331	Between different chromosomes
F08B4.2a.1	Local eQTL to Distant eQTL	X_5442400	IV_7971848	0.334362387071517	Between different chromosomes
F08F8.10a.1	Local eQTL to Distant eQTL	IV_2306315	III_8065619	0.00264160303619094	Between different chromosomes
F09G8.5.1	Local eQTL to Distant eQTL	V_4375888	III_7469275	0.0578780121864871	Between different chromosomes
F10D2.8b.1	Local eQTL to Distant eQTL	V_18800388	V_7598251	0.0444004752301069	On the same chromosome
F11C3.2.1	Local eQTL to Distant eQTL	II_473231	I_13989722	0.203230031177566	Between different chromosomes
F11C3.2.1	Local eQTL to Distant eQTL	V_14654518	I_13989722	0.27900075885177	Between different chromosomes
F14D2.14.2	Local eQTL to Distant eQTL	III_12772042	II_3381332	0.0961512531333686	Between different chromosomes
F14D2.4a.1	Local eQTL to Distant eQTL	III_12772042	II_3381332	0.0961512531333686	Between different chromosomes
F15B9.10b.1	Local eQTL to Distant eQTL	X_6358428	V_13571248	0.593761751750259	Between different chromosomes
F15D4.6.1	Local eQTL to Distant eQTL	V_16814119	II_13264654	0.0115155359374552	Between different chromosomes
F17B5.1a.1	Local eQTL to Distant eQTL	II_9780	I_13463537	0.420798736256602	Between different chromosomes
F17B5.1a.1	Local eQTL to Distant eQTL	II_13907987	I_13463537	0.403357326841154	Between different chromosomes
F17B5.1a.1	Local eQTL to Distant eQTL	V_12294693	I_13463537	0.161482604013107	Between different chromosomes
F17B5.1a.1	Local eQTL to Distant eQTL	X_6895081	I_13463537	0.313514511295341	Between different chromosomes
F19B2.12	Local eQTL to Distant eQTL	X_14955875	V_20065063	0.0469707585550074	Between different chromosomes
F20D6.1.1	Local eQTL to Distant eQTL	X_7116370	V_8997784	0.309142131035925	Between different chromosomes
F22G12.8	Local eQTL to Distant eQTL	V_3906067	I_13295704	0.100194862804095	Between different chromosomes
F26H9.7b.1	Local eQTL to Distant eQTL	X_15778100	I_9053315	0.0810834057688252	Between different chromosomes
F28C6.4a.1	Local eQTL to Distant eQTL	V_18004032	II_8486946	0.021863398307967	Between different chromosomes
F29B9.9a.1	Local eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
F29F11.6.2	Local eQTL to Distant eQTL	X_8249407	V_11516185	0.652842586844204	Between different chromosomes
F33H2.6.2	Local eQTL to Distant eQTL	X_2299291	I_14802008	0.554851180701051	Between different chromosomes
F33H2.7.2	Local eQTL to Distant eQTL	IV_15072197	I_14796721	0.247651248142624	Between different chromosomes
F35E12.7b.1	Local eQTL to Distant eQTL	V_18632954	V_14203407	0.132987420921071	On the same chromosome
F36G9.13.1	Local eQTL to Distant eQTL	X_4590025	V_16008722	0.0087660990303431	Between different chromosomes
F38A1.10.1	Local eQTL to Distant eQTL	V_13688687	IV_1090032	0.132950981207641	Between different chromosomes
F38C2.5.1	Local eQTL to Distant eQTL	V_4436657	IV_16428931	0.0964954298431315	Between different chromosomes
F39B2.5.1	Local eQTL to Distant eQTL	IV_4292607	I_14952041	0.0642692436171121	Between different chromosomes
F39E9.2.1	Local eQTL to Distant eQTL	IV_3144860	II_3442041	0.0521563463702295	Between different chromosomes
F40B1.1.1	Local eQTL to Distant eQTL	III_5030815	II_2663729	0.0011906097566431	Between different chromosomes
F40G9.1.1	Local eQTL to Distant eQTL	IV_12233805	III_519173	0.209543034727399	Between different chromosomes
F41C3.1.1	Local eQTL to Distant eQTL	X_14446308	II_4744308	0.0144449866004739	Between different chromosomes
F42G9.6b.2	Local eQTL to Distant eQTL	IV_2177206	III_548954	0.0104358287216817	Between different chromosomes
F44E5.4.1	Local eQTL to Distant eQTL	IV_9092582	II_11069358	0.286839471294242	Between different chromosomes
F44E5.5.2	Local eQTL to Distant eQTL	V_7596063	II_11744122	4.88404866598244e-06	Between different chromosomes
F45D11.8	Local eQTL to Distant eQTL	IV_12140133	II_980171	0.0857920767481258	Between different chromosomes
F45D11.8	Local eQTL to Distant eQTL	V_2071629	II_980171	0.000459034720774841	Between different chromosomes
F46F5.1b.1	Local eQTL to Distant eQTL	V_16695066	II_749717	0.0935992334702026	Between different chromosomes
F49E11.6.1	Local eQTL to Distant eQTL	X_2172763	IV_13169251	0.280502100919434	Between different chromosomes
F52C6.4.2	Local eQTL to Distant eQTL	IV_12881571	II_1069724	8.51823288743471e-06	Between different chromosomes
F52F10.4a.1	Local eQTL to Distant eQTL	X_16028044	V_1619890	0.2876664510468	Between different chromosomes
F53F4.8	Local eQTL to Distant eQTL	X_3893981	V_13879788	0.671515659565941	Between different chromosomes
F53H1.1c.1	Local eQTL to Distant eQTL	X_3345241	IV_1216500	0.0873004553883357	Between different chromosomes
F55A4.2.2	Local eQTL to Distant eQTL	X_9756415	X_1530423	0.114784248023033	On the same chromosome
F56A4.11	Local eQTL to Distant eQTL	X_15742279	V_2569206	0.019526918582576	Between different chromosomes
F56B3.12.1	Local eQTL to Distant eQTL	V_4531927	IV_795140	0.0128504783167569	Between different chromosomes
F56D5.9.1	Local eQTL to Distant eQTL	V_20014990	IV_9709679	0.0971653125038903	Between different chromosomes
F57F5.3.1	Local eQTL to Distant eQTL	X_6895081	V_12294693	0.493667841079259	Between different chromosomes
F58D12.3.1	Local eQTL to Distant eQTL	X_7399410	V_13849401	0.247163411405013	Between different chromosomes
F58D5.2b.1	Local eQTL to Distant eQTL	III_3047948	I_11942471	0.269873874836693	Between different chromosomes
F58D5.4c.1	Local eQTL to Distant eQTL	IV_15517818	I_11956767	0.083349295558909	Between different chromosomes
F58G11.2c.1	Local eQTL to Distant eQTL	X_3893981	V_13683336	0.470157042875197	Between different chromosomes
F59A7.5d.2	Local eQTL to Distant eQTL	X_14446308	V_2040192	0.179459444138876	Between different chromosomes
F59E12.15.1	Local eQTL to Distant eQTL	III_12614426	II_6095043	0.00667437903768822	Between different chromosomes
F59E12.4a.1	Local eQTL to Distant eQTL	II_12048446	II_6046052	0.45721530510442	On the same chromosome
F59E12.4b.1	Local eQTL to Distant eQTL	II_12048446	II_5392976	0.455824637815613	On the same chromosome
F59E12.5b.1	Local eQTL to Distant eQTL	V_19510820	II_6058955	0.0304897465885511	Between different chromosomes
F59H6.10.2	Local eQTL to Distant eQTL	IV_4544278	II_2181630	0.201852045960458	Between different chromosomes
F59H6.10.2	Local eQTL to Distant eQTL	X_13092781	II_2181630	0.0468800399478648	Between different chromosomes
F59H6.11.1	Local eQTL to Distant eQTL	III_11835006	II_1736605	0.0978834716176797	Between different chromosomes
H05C05.1c.1	Local eQTL to Distant eQTL	X_11744602	III_2905964	0.0402666316117891	Between different chromosomes
K01A2.8d.1	Local eQTL to Distant eQTL	II_14060605	II_306200	0.20584291367473	On the same chromosome
