trait	transcript	log10p	transcript_Chr	transcript_start
q90TOF_reg_B0286.4a.1	B0286.4a.1	35.2739982880776	II	4372739
q90TOF_reg_B0286.4a.2	B0286.4a.2	35.0331839313912	II	4372739
q90TOF_reg_B0286.4b.1	B0286.4b.1	36.0438105779494	II	4372740
q90TOF_reg_B0286.4c.2	B0286.4c.2	35.484880852053	II	4372741
q90TOF_reg_B0286.5.1	B0286.5.1	35.8198414652361	II	4379593
q90TOF_reg_B0286.6.1	B0286.6.1	35.6262331770752	II	4368223
q90TOF_reg_B0294.1.1	B0294.1.1	36.1389400815185	X	1896662
q90TOF_reg_B0294.3.1	B0294.3.1	35.5713657015899	X	1892187
q90TOF_reg_B0302.1a.1	B0302.1a.1	34.1819326889293	X	17186380
q90TOF_reg_B0302.1b.1	B0302.1b.1	36.2006866459534	X	17186380
q90TOF_reg_B0302.5.1	B0302.5.1	35.9125461571254	X	17193300
q90TOF_reg_B0302.5.2	B0302.5.2	36.1680589158557	X	17193298
q90TOF_reg_B0303.11a.1	B0303.11a.1	35.1329766674508	III	8703292
q90TOF_reg_B0303.11a.2	B0303.11a.2	33.3885896659573	III	8703292
q90TOF_reg_B0303.11b.1	B0303.11b.1	33.8340718738737	III	8703300
q90TOF_reg_B0303.14.1	B0303.14.1	35.7616843803806	III	8713993
q90TOF_reg_B0303.14.2	B0303.14.2	35.8814881571039	III	8713993
q90TOF_reg_B0303.15.2	B0303.15.2	33.6509136815661	III	8717642
q90TOF_reg_B0303.2.2	B0303.2.2	35.6359835585763	III	8684807
q90TOF_reg_B0303.3.1	B0303.3.1	34.5467054297638	III	8686327
q90TOF_reg_B0303.4.1	B0303.4.1	35.93754099463	III	8689942
q90TOF_reg_B0303.4.2	B0303.4.2	35.2369481839022	III	8689850
q90TOF_reg_B0303.7a.1	B0303.7a.1	34.6696746050977	III	8693638
q90TOF_reg_B0303.7b.1	B0303.7b.1	35.2324637612225	III	8696945
q90TOF_reg_B0303.8.1	B0303.8.1	35.4993910018979	III	8699480
q90TOF_reg_B0303.9.1	B0303.9.1	35.6170741226021	III	8700927
q90TOF_reg_B0304.1a.1	B0304.1a.1	36.9087462158986	II	4519065
q90TOF_reg_B0304.1b.1	B0304.1b.1	35.4154596719362	II	4519067
q90TOF_reg_B0304.1c.1	B0304.1c.1	34.9779604510205	II	4519069
q90TOF_reg_B0304.2.2	B0304.2.2	35.4567347012263	II	4523616
q90TOF_reg_B0304.3.1	B0304.3.1	33.9001823980563	II	4512211
q90TOF_reg_B0304.4.2	B0304.4.2	35.0588520471623	II	4522462
q90TOF_reg_B0304.6.1	B0304.6.1	35.3704189499417	II	4534742
q90TOF_reg_B0304.8.1	B0304.8.1	34.0133764593301	II	4524634
q90TOF_reg_B0304.9.1	B0304.9.1	35.0062670180414	II	4538988
q90TOF_reg_B0310.1a.2	B0310.1a.2	35.4772851020002	X	493964
q90TOF_reg_B0310.1b.1	B0310.1b.1	35.628409954436	X	493192
q90TOF_reg_B0310.1b.2	B0310.1b.2	35.4005496217662	X	493192
q90TOF_reg_B0310.2a.1	B0310.2a.1	36.1663458709831	X	501946
q90TOF_reg_B0310.2a.2	B0310.2a.2	36.1517777755659	X	501946
q90TOF_reg_B0310.2b.1	B0310.2b.1	36.1109870183641	X	501946
q90TOF_reg_B0310.3.2	B0310.3.2	35.1691929262221	X	510673
q90TOF_reg_B0310.5a.1	B0310.5a.1	36.5254551291262	X	525928
q90TOF_reg_B0310.5b.2	B0310.5b.2	36.5363901235656	X	526087
q90TOF_reg_B0310.6.1	B0310.6.1	36.4124067912476	X	530551
q90TOF_reg_B0331.1.1	B0331.1.1	33.1017779661241	V	9654755
q90TOF_reg_B0331.2.1	B0331.2.1	33.747163812671	V	9658744
q90TOF_reg_B0334.10.1	B0334.10.1	35.7064175579081	II	11518484
q90TOF_reg_B0334.11a.1	B0334.11a.1	36.0366666807525	II	11493159
q90TOF_reg_B0334.11b.1	B0334.11b.1	34.947118760398	II	11493236
q90TOF_reg_B0334.11b.2	B0334.11b.2	33.9917652189163	II	11493236
q90TOF_reg_B0334.1.1	B0334.1.1	36.3521529288991	II	11485510
q90TOF_reg_B0334.1.2	B0334.1.2	34.8195167562313	II	11485512
q90TOF_reg_B0334.13.1	B0334.13.1	35.3358702512838	II	11488302
q90TOF_reg_B0334.15.1	B0334.15.1	35.3244408786708	II	11496780
q90TOF_reg_B0334.15.2	B0334.15.2	35.4114693178595	II	11496780
q90TOF_reg_B0334.2.1	B0334.2.1	36.2832704738685	II	11483201
q90TOF_reg_B0334.2.2	B0334.2.2	35.3831047995823	II	11483201
q90TOF_reg_B0334.3a.1	B0334.3a.1	35.6073850827905	II	11489604
q90TOF_reg_B0334.3a.2	B0334.3a.2	32.5188892804461	II	11489604
q90TOF_reg_B0334.4.2	B0334.4.2	34.3748590519131	II	11495686
q90TOF_reg_B0334.6.1	B0334.6.1	35.1226421383803	II	11510673
q90TOF_reg_B0334.8a.1	B0334.8a.1	36.1397946635684	II	11519328
q90TOF_reg_B0334.9	B0334.9	35.6783827178136	II	11480432
q90TOF_reg_B0336.10.1	B0336.10.1	35.7303145523857	III	5705525
q90TOF_reg_B0336.10.2	B0336.10.2	36.2266432175019	III	5680829
q90TOF_reg_B0336.11a.1	B0336.11a.1	35.7102697610048	III	5706717
q90TOF_reg_B0336.11a.2	B0336.11a.2	35.3543924060542	III	5706717
q90TOF_reg_B0336.11b.2	B0336.11b.2	36.1053048376446	III	5706717
q90TOF_reg_B0336.13.1	B0336.13.1	34.0367902739325	III	5692940
q90TOF_reg_B0336.1a.2	B0336.1a.2	36.1038324680372	III	5722845
q90TOF_reg_B0336.1b.1	B0336.1b.1	31.746076750606	III	5723639
q90TOF_reg_B0336.2.1	B0336.2.1	35.9200382455928	III	5714886
q90TOF_reg_B0336.2.2	B0336.2.2	35.6161285534071	III	5714951
q90TOF_reg_B0336.3a.1	B0336.3a.1	35.2299513476081	III	5711548
q90TOF_reg_B0336.3a.2	B0336.3a.2	34.6637213953796	III	5711542
q90TOF_reg_B0336.3b.1	B0336.3b.1	35.275995330425	III	5711542
q90TOF_reg_B0336.3c.1	B0336.3c.1	35.5991847115844	III	5711542
q90TOF_reg_B0336.3d.1	B0336.3d.1	35.419157336737	III	5711555
q90TOF_reg_B0336.4a.1	B0336.4a.1	33.6655532393224	III	5698430
q90TOF_reg_B0336.4a.2	B0336.4a.2	34.6579291230601	III	5698436
q90TOF_reg_B0336.5a.1	B0336.5a.1	33.4622964406893	III	5692906
q90TOF_reg_B0336.5b.1	B0336.5b.1	35.4280940309145	III	5692896
q90TOF_reg_B0336.5b.2	B0336.5b.2	35.8278104657129	III	5692916
q90TOF_reg_B0336.6.1	B0336.6.1	35.8127193222755	III	5690105
q90TOF_reg_B0336.7a.1	B0336.7a.1	35.7978495164799	III	5694729
q90TOF_reg_B0336.8.1	B0336.8.1	35.5621585961815	III	5697477
q90TOF_reg_B0336.8.2	B0336.8.2	35.4722433862187	III	5697489
q90TOF_reg_B0336.9a.1	B0336.9a.1	34.6391649752475	III	5702212
q90TOF_reg_B0336.9b.1	B0336.9b.1	35.2347270391898	III	5702248
q90TOF_reg_B0336.9b.2	B0336.9b.2	34.5717476270341	III	5702248
q90TOF_reg_B0336.9c.1	B0336.9c.1	35.7219829581654	III	5702259
q90TOF_reg_B0336.9d.1	B0336.9d.1	35.4651534712863	III	5702343
q90TOF_reg_B0336.9e.2	B0336.9e.2	35.6881469967246	III	5702256
q90TOF_reg_B0344.1	B0344.1	35.2531793714736	X	1597051
q90TOF_reg_B0344.2.1	B0344.2.1	35.5238303673971	X	1576637
q90TOF_reg_B0344.2.2	B0344.2.2	35.7450622470994	X	1576628
q90TOF_reg_B0348.2a.1	B0348.2a.1	35.1050241817249	V	45310
q90TOF_reg_B0348.4a.1	B0348.4a.1	35.2151462725078	V	20825
q90TOF_reg_B0348.4a.2	B0348.4a.2	34.5014582461769	V	20825
q90TOF_reg_B0348.4b.1	B0348.4b.1	34.3754257774079	V	20825
q90TOF_reg_B0348.4c.1	B0348.4c.1	35.388247210215	V	20819
q90TOF_reg_B0348.4e.1	B0348.4e.1	35.1948678406399	V	21007
q90TOF_reg_B0348.4f.2	B0348.4f.2	34.1108408620724	V	20819
q90TOF_reg_B0348.4g.1	B0348.4g.1	34.5716807363498	V	20819
q90TOF_reg_B0348.4h.1	B0348.4h.1	35.1989373873634	V	20819
q90TOF_reg_B0348.4i.1	B0348.4i.1	35.2561974618461	V	20819
q90TOF_reg_B0348.4i.2	B0348.4i.2	35.031290569022	V	20819
q90TOF_reg_B0348.4j.1	B0348.4j.1	35.19259225454	V	20819
q90TOF_reg_B0348.4k.1	B0348.4k.1	34.8332677594716	V	20824
q90TOF_reg_B0348.4l.1	B0348.4l.1	35.4221919773487	V	20819
q90TOF_reg_B0348.4m.1	B0348.4m.1	34.6621454660774	V	20819
q90TOF_reg_B0348.4n.1	B0348.4n.1	34.8888439819953	V	21007
q90TOF_reg_B0348.4o.1	B0348.4o.1	34.7562523069866	V	21007
q90TOF_reg_B0348.4p.1	B0348.4p.1	35.8725204334716	V	21007
q90TOF_reg_B0348.4q.1	B0348.4q.1	35.6380092434973	V	21007
q90TOF_reg_B0348.4y.1	B0348.4y.1	35.0762603296612	V	20819
q90TOF_reg_B0348.5a.1	B0348.5a.1	34.7576252901163	V	2851
q90TOF_reg_B0348.5b.1	B0348.5b.1	35.1682495360363	V	5657
q90TOF_reg_B0348.6a.2	B0348.6a.2	35.2700254058374	V	6584
q90TOF_reg_B0348.6b.1	B0348.6b.1	35.0444356006603	V	6588
q90TOF_reg_B0348.6b.2	B0348.6b.2	35.4361944573724	V	6587
q90TOF_reg_B0348.6c.1	B0348.6c.1	34.9069587714542	V	6589
q90TOF_reg_B0348.6c.2	B0348.6c.2	34.6239593526142	V	6628
q90TOF_reg_B0350.2a.1	B0350.2a.1	35.8838327474233	IV	5985555
q90TOF_reg_B0350.2a.2	B0350.2a.2	35.7789023261787	IV	5985578
q90TOF_reg_B0350.2b.1	B0350.2b.1	35.2980818846633	IV	5981133
q90TOF_reg_B0350.2c.1	B0350.2c.1	35.3563900013911	IV	5975557
q90TOF_reg_B0350.2e.1	B0350.2e.1	35.9308339226337	IV	5975557
q90TOF_reg_B0350.2f.1	B0350.2f.1	35.7396167579564	IV	5975576
q90TOF_reg_B0350.2h.1	B0350.2h.1	36.0313096323451	IV	5975576
q90TOF_reg_B0350.2j.1	B0350.2j.1	34.0359583520668	IV	5980012
q90TOF_reg_B0353.1a.1	B0353.1a.1	35.5879878176261	III	560096
q90TOF_reg_B0353.1b.1	B0353.1b.1	36.2026287174349	III	557518
q90TOF_reg_B0353.1c.1	B0353.1c.1	33.7985758747933	III	542071
q90TOF_reg_B0353.1c.2	B0353.1c.2	35.2558464474993	III	565554
q90TOF_reg_B0353.1e.1	B0353.1e.1	35.3862541721751	III	567570
q90TOF_reg_B0361.10.1	B0361.10.1	35.4833035906424	III	7285979
q90TOF_reg_B0361.10.2	B0361.10.2	35.4203702218005	III	7285979
q90TOF_reg_B0361.11.1	B0361.11.1	36.1176865084325	III	7277599
q90TOF_reg_B0361.2a.1	B0361.2a.1	35.3294429102969	III	7293636
q90TOF_reg_B0361.2a.2	B0361.2a.2	34.9143731830181	III	7293636
q90TOF_reg_B0361.3.1	B0361.3.1	36.4216582116028	III	7281462
q90TOF_reg_B0361.3.2	B0361.3.2	35.8580296503158	III	7281377
q90TOF_reg_B0361.4.1	B0361.4.1	35.5122424508698	III	7258994
q90TOF_reg_B0361.5a.2	B0361.5a.2	35.443927074629	III	7268410
q90TOF_reg_B0361.5b.2	B0361.5b.2	35.4445787053695	III	7268410
q90TOF_reg_B0361.6.1	B0361.6.1	34.5517505405765	III	7275501
q90TOF_reg_B0361.7.1	B0361.7.1	36.0521577973092	III	7283915
q90TOF_reg_B0361.7.2	B0361.7.2	33.3434497082372	III	7283916
q90TOF_reg_B0361.8.2	B0361.8.2	35.5412222208228	III	7287846
q90TOF_reg_B0361.9.1	B0361.9.1	35.6025598236696	III	7298348
q90TOF_reg_B0365.1.2	B0365.1.2	35.9252313045959	V	13116485
q90TOF_reg_B0365.3.1	B0365.3.1	35.3820074577193	V	13126414
q90TOF_reg_B0365.3.2	B0365.3.2	34.9402243054462	V	13126413
q90TOF_reg_B0365.5a.1	B0365.5a.1	32.3499364094277	V	13133635
q90TOF_reg_B0365.6.1	B0365.6.1	36.0718947948239	V	13134903
q90TOF_reg_B0365.7.1	B0365.7.1	35.5724975650493	V	13138981
q90TOF_reg_B0365.9.1	B0365.9.1	35.2342388350316	V	13131873
q90TOF_reg_B0379.1a.1	B0379.1a.1	35.3209459843773	I	10074952
q90TOF_reg_B0379.1a.2	B0379.1a.2	35.9881451768029	I	10074969
q90TOF_reg_B0379.2.1	B0379.2.1	36.350262839205	I	10070883
q90TOF_reg_B0379.3a.2	B0379.3a.2	35.2660884085523	I	10080152
q90TOF_reg_B0379.3b.1	B0379.3b.1	35.3442402252756	I	10080159
q90TOF_reg_B0379.4a.2	B0379.4a.2	34.2745631309323	I	10085708
q90TOF_reg_B0379.4b.1	B0379.4b.1	34.7008120280726	I	10085709
q90TOF_reg_B0379.4c.1	B0379.4c.1	35.6339600040905	I	10085703
q90TOF_reg_B0379.4c.2	B0379.4c.2	36.3946555319861	I	10085703
q90TOF_reg_B0379.7.1	B0379.7.1	36.1228064852892	I	10072578
q90TOF_reg_B0391.10	B0391.10	35.0456733864056	V	15585067
q90TOF_reg_B0391.5.1	B0391.5.1	35.0178525771804	V	15605673
q90TOF_reg_B0391.5.2	B0391.5.2	34.9086690118531	V	15605671
q90TOF_reg_B0391.8	B0391.8	35.6855622978733	V	15595055
q90TOF_reg_B0393.1.1	B0393.1.1	36.0882992884197	III	4752999
q90TOF_reg_B0393.1.2	B0393.1.2	34.7507668628088	III	4752999
q90TOF_reg_B0393.2.1	B0393.2.1	35.6870799573426	III	4754426
q90TOF_reg_B0393.2.2	B0393.2.2	35.9841004584784	III	4754582
q90TOF_reg_B0393.3.1	B0393.3.1	36.1834543338642	III	4757201
q90TOF_reg_B0393.4.1	B0393.4.1	36.0507641731688	III	4759680
q90TOF_reg_B0393.5.1	B0393.5.1	35.138224190827	III	4765768
q90TOF_reg_B0393.6.2	B0393.6.2	35.5527971424477	III	4780154
q90TOF_reg_B0393.8.1	B0393.8.1	35.0474907553494	III	4751878
q90TOF_reg_B0393.8.2	B0393.8.2	34.8397773808946	III	4751878
q90TOF_reg_B0393.9a.1	B0393.9a.1	36.469943192242	III	4778390
q90TOF_reg_B0393.9b.1	B0393.9b.1	35.426283413232	III	4778390
q90TOF_reg_B0395.1.1	B0395.1.1	36.0093169319942	X	16017121
q90TOF_reg_B0395.1.2	B0395.1.2	36.3689932518713	X	16017505
q90TOF_reg_B0395.2.1	B0395.2.1	34.9659254650841	X	16030806
q90TOF_reg_B0395.3.1	B0395.3.1	36.2054789416482	X	16035036
q90TOF_reg_B0395.3.2	B0395.3.2	35.0418929599729	X	16035036
q90TOF_reg_B0399.1b.2	B0399.1b.2	34.5658371796519	V	19565382
q90TOF_reg_B0399.1c.1	B0399.1c.1	35.2511757361958	V	19600900
q90TOF_reg_B0399.1d.1	B0399.1d.1	34.6459516121423	V	19591026
q90TOF_reg_B0399.1e.1	B0399.1e.1	34.7334933311259	V	19595204
q90TOF_reg_B0399.2.1	B0399.2.1	32.9800623035118	V	19550999
q90TOF_reg_B0403.2.1	B0403.2.1	35.2958596048769	X	7050590
q90TOF_reg_B0403.3.1	B0403.3.1	32.895229636882	X	7061136
q90TOF_reg_B0403.3.2	B0403.3.2	35.7839667251066	X	7061136
q90TOF_reg_B0403.4.1	B0403.4.1	36.1443177217776	X	7066345
q90TOF_reg_B0403.5.1	B0403.5.1	35.3550776964106	X	7057724
q90TOF_reg_B0403.6.1	B0403.6.1	36.1277784769584	X	7071391
q90TOF_reg_B0410.2a.1	B0410.2a.1	36.0751889180535	X	2885858
q90TOF_reg_B0410.2b.1	B0410.2b.1	33.5151483208821	X	2885872
q90TOF_reg_B0410.3.1	B0410.3.1	35.415329964212	X	2890612
q90TOF_reg_B0412.1a.1	B0412.1a.1	36.0438031381411	III	816145
q90TOF_reg_B0412.1b.1	B0412.1b.1	35.44277314037	III	818308
q90TOF_reg_B0412.2.1	B0412.2.1	35.0447024498109	III	811828
q90TOF_reg_B0412.3a.2	B0412.3a.2	34.0348493191931	III	795136
q90TOF_reg_B0412.4.2	B0412.4.2	36.6768772495749	III	794294
q90TOF_reg_B0414.2.1	B0414.2.1	35.3683867222244	I	5776146
q90TOF_reg_B0414.3.1	B0414.3.1	34.8548317497846	I	5774585
q90TOF_reg_B0414.5.1	B0414.5.1	35.0177479775167	I	5788631
q90TOF_reg_B0414.5.2	B0414.5.2	35.2913593512079	I	5788631
q90TOF_reg_B0414.6.1	B0414.6.1	36.582200065108	I	5792321
q90TOF_reg_B0414.7a.1	B0414.7a.1	36.121353943341	I	5795400
q90TOF_reg_B0414.7a.2	B0414.7a.2	35.1829012643422	I	5795400
q90TOF_reg_B0414.7b.1	B0414.7b.1	35.1671095877614	I	5795404
q90TOF_reg_B0414.8a.1	B0414.8a.1	35.8149390052584	I	5803956
q90TOF_reg_B0414.8b.1	B0414.8b.1	35.6965403729413	I	5803959
q90TOF_reg_B0416.10.1	B0416.10.1	34.4746609058964	X	9273013
q90TOF_reg_B0416.11.1	B0416.11.1	35.7725634919202	X	9282033
q90TOF_reg_B0416.1a.1	B0416.1a.1	36.3361883916506	X	9303724
q90TOF_reg_B0416.1b.1	B0416.1b.1	35.291988938619	X	9303722
q90TOF_reg_B0416.1c.1	B0416.1c.1	35.0240315091426	X	9305495
q90TOF_reg_B0416.3.1	B0416.3.1	36.1273214513124	X	9291647
q90TOF_reg_B0416.4.1	B0416.4.1	35.6654897975896	X	9278953
q90TOF_reg_B0416.5.1	B0416.5.1	35.6004907549285	X	9268626
q90TOF_reg_B0416.6.1	B0416.6.1	35.633603611101	X	9293664
q90TOF_reg_B0416.7a.1	B0416.7a.1	34.6989214547296	X	9296947
q90TOF_reg_B0416.7a.2	B0416.7a.2	36.4737896311158	X	9296935
q90TOF_reg_B0432.10.1	B0432.10.1	34.6718777378511	II	283887
q90TOF_reg_B0432.10.2	B0432.10.2	34.3564330923981	II	283887
q90TOF_reg_B0432.11.1	B0432.11.1	32.5804512971442	II	293864
q90TOF_reg_B0432.1.1	B0432.1.1	29.7431062628139	II	297395
q90TOF_reg_B0432.12.1	B0432.12.1	32.956705620383	II	296227
q90TOF_reg_B0432.13.1	B0432.13.1	34.7982905516417	II	276426
q90TOF_reg_B0432.13.2	B0432.13.2	34.8220756982391	II	279133
q90TOF_reg_B0432.14a.1	B0432.14a.1	35.3857681339621	II	264353
q90TOF_reg_B0432.2.2	B0432.2.2	30.2667632028845	II	290580
q90TOF_reg_B0432.3.2	B0432.3.2	31.3502591367666	II	288937
q90TOF_reg_B0432.4.1	B0432.4.1	34.4254288738193	II	286625
q90TOF_reg_B0432.4.2	B0432.4.2	34.235390202713	II	286625
q90TOF_reg_B0432.5a.1	B0432.5a.1	34.1337166793383	II	257819
q90TOF_reg_B0432.5c.1	B0432.5c.1	29.895677524727	II	258397
q90TOF_reg_B0432.7a.1	B0432.7a.1	35.1375531900927	II	266037
q90TOF_reg_B0432.7a.2	B0432.7a.2	34.1809060694724	II	240721
q90TOF_reg_B0432.7b.1	B0432.7b.1	34.7885872758447	II	266447
q90TOF_reg_B0432.8.1	B0432.8.1	35.0845502759341	II	276212
q90TOF_reg_B0432.9.1	B0432.9.1	34.4724077346098	II	279138
q90TOF_reg_B0432.9.2	B0432.9.2	34.2575786087567	II	279138
q90TOF_reg_B0454.1.1	B0454.1.1	34.4944412136745	II	3055752
q90TOF_reg_B0454.1.2	B0454.1.2	35.304462806176	II	3056817
q90TOF_reg_B0454.26.1	B0454.26.1	36.7361040802903	II	3036187
q90TOF_reg_B0454.5.1	B0454.5.1	36.4828182360415	II	3038859
q90TOF_reg_B0454.6.1	B0454.6.1	35.4815329959843	II	3032774
q90TOF_reg_B0454.6.2	B0454.6.2	35.0875156797827	II	3027827
q90TOF_reg_B0454.7.1	B0454.7.1	34.3161103927703	II	3020564
q90TOF_reg_B0454.9.1	B0454.9.1	34.9592831618185	II	3052597
q90TOF_reg_B0454.9.2	B0454.9.2	35.2804173868328	II	3052597
q90TOF_reg_B0457.1a.2	B0457.1a.2	35.4100264002437	II	8896834
q90TOF_reg_B0457.1b.2	B0457.1b.2	34.7826746932959	II	8896840
q90TOF_reg_B0457.2.1	B0457.2.1	36.1775383219445	II	8924572
q90TOF_reg_B0457.2.2	B0457.2.2	35.1497787573263	II	8924541
q90TOF_reg_B0457.3	B0457.3	36.1895171325496	II	8909008
q90TOF_reg_B0457.4.1	B0457.4.1	36.0154069700542	II	8910913
q90TOF_reg_B0457.6.1	B0457.6.1	36.2815487521026	II	8922423
q90TOF_reg_B0462.1	B0462.1	35.2777783060111	V	18325035
q90TOF_reg_B0462.3.1	B0462.3.1	35.1765485494688	V	18318595
q90TOF_reg_B0462.4.1	B0462.4.1	34.9845729023966	V	18329112
q90TOF_reg_B0462.5.1	B0462.5.1	34.6240726345936	V	18322215
q90TOF_reg_B0464.1.1	B0464.1.1	35.2736285651945	III	9489176
q90TOF_reg_B0464.1.2	B0464.1.2	35.3185666609723	III	9489159
q90TOF_reg_B0464.2a.1	B0464.2a.1	35.1509866877017	III	9491384
q90TOF_reg_B0464.2a.2	B0464.2a.2	35.9212363280468	III	9491402
q90TOF_reg_B0464.2d.1	B0464.2d.1	34.0035946798026	III	9491396
q90TOF_reg_B0464.3.2	B0464.3.2	36.1365371417058	III	9488728
q90TOF_reg_B0464.4a.1	B0464.4a.1	35.3941390719854	III	9469920
q90TOF_reg_B0464.5a.1	B0464.5a.1	35.771764736291	III	9457528
q90TOF_reg_B0464.5a.2	B0464.5a.2	35.5308708234462	III	9457984
q90TOF_reg_B0464.5b.1	B0464.5b.1	33.7180486882808	III	9456614
q90TOF_reg_B0464.5b.2	B0464.5b.2	35.6975246618044	III	9456563
q90TOF_reg_B0464.5c.1	B0464.5c.1	33.473585544457	III	9456608
q90TOF_reg_B0464.5d.1	B0464.5d.1	35.3870699422669	III	9459213
q90TOF_reg_B0464.6.2	B0464.6.2	35.1463902795678	III	9462989
q90TOF_reg_B0464.7.2	B0464.7.2	34.2138118255834	III	9467457
q90TOF_reg_B0464.8.1	B0464.8.1	35.4410529423495	III	9468155
q90TOF_reg_B0464.8.2	B0464.8.2	35.2848976624713	III	9468155
q90TOF_reg_B0464.9.2	B0464.9.2	35.4163002523463	III	9465765
q90TOF_reg_B0478.1a.1	B0478.1a.1	34.510917694094	IV	6957641
q90TOF_reg_B0478.1b.1	B0478.1b.1	34.445895317131	IV	6960209
q90TOF_reg_B0478.3.1	B0478.3.1	35.805300399948	IV	6963716
q90TOF_reg_B0491.1.1	B0491.1.1	35.5232370980137	II	11348430
q90TOF_reg_B0491.2.1	B0491.2.1	33.7194074252063	II	11336694
q90TOF_reg_B0491.2.2	B0491.2.2	34.592516625463	II	11336693
q90TOF_reg_B0491.3.1	B0491.3.1	34.72975916723	II	11338451
q90TOF_reg_B0491.3.2	B0491.3.2	35.8932943949941	II	11338450
q90TOF_reg_B0491.4b.1	B0491.4b.1	35.3542887982884	II	11340061
q90TOF_reg_B0491.5.2	B0491.5.2	35.9237228955632	II	11343716
q90TOF_reg_B0491.6a.1	B0491.6a.1	35.7140122899934	II	11345943
q90TOF_reg_B0491.6a.2	B0491.6a.2	35.6041543864126	II	11345942
q90TOF_reg_B0491.6b.1	B0491.6b.1	36.3524956107197	II	11345945
q90TOF_reg_B0491.7.1	B0491.7.1	32.8319839250064	II	11350192
q90TOF_reg_B0491.7.2	B0491.7.2	34.7246329596276	II	11350187
q90TOF_reg_B0491.8a.1	B0491.8a.1	35.1362382715734	II	11351991
q90TOF_reg_B0491.8b.1	B0491.8b.1	35.0738668292797	II	11358447
q90TOF_reg_B0491.8c.2	B0491.8c.2	34.956156803804	II	11365386
q90TOF_reg_B0495.10a.1	B0495.10a.1	35.4854606944803	II	7711905
q90TOF_reg_B0495.10a.2	B0495.10a.2	35.4387331912996	II	7711844
q90TOF_reg_B0495.2a.1	B0495.2a.1	35.209867359678	II	7699254
q90TOF_reg_B0495.2b.1	B0495.2b.1	35.7410162702972	II	7699235
q90TOF_reg_B0495.4.2	B0495.4.2	36.003528185293	II	7690711
q90TOF_reg_B0495.5.1	B0495.5.1	34.8869533812532	II	7695935
q90TOF_reg_B0495.5.2	B0495.5.2	34.5186122789002	II	7695934
q90TOF_reg_B0495.6.1	B0495.6.1	35.3639660920555	II	7698613
q90TOF_reg_B0495.7.1	B0495.7.1	34.180568386877	II	7701931
q90TOF_reg_B0495.7.2	B0495.7.2	34.5743077519432	II	7701931
q90TOF_reg_B0495.8a.1	B0495.8a.1	35.3418736588871	II	7705536
q90TOF_reg_B0495.8b.1	B0495.8b.1	35.4382137212771	II	7705533
q90TOF_reg_B0495.8b.2	B0495.8b.2	35.8036435610476	II	7705535
q90TOF_reg_B0495.9.1	B0495.9.1	35.4518983938336	II	7707586
q90TOF_reg_B0495.9.2	B0495.9.2	35.3533753967056	II	7707582
q90TOF_reg_B0496.11.1	B0496.11.1	35.6014945814472	IV	7433544
q90TOF_reg_B0496.1.1	B0496.1.1	36.0452615248939	IV	7446290
q90TOF_reg_B0496.2.1	B0496.2.1	36.0908520554574	IV	7447856
q90TOF_reg_B0496.3a.1	B0496.3a.1	35.7782841517066	IV	7424748
q90TOF_reg_B0496.3b.1	B0496.3b.1	34.5189637744918	IV	7428934
q90TOF_reg_B0496.3c.1	B0496.3c.1	35.1072476319064	IV	7440203
q90TOF_reg_B0496.3d.1	B0496.3d.1	33.6746047672613	IV	7425729
q90TOF_reg_B0496.3e.1	B0496.3e.1	36.4125619581452	IV	7424498
q90TOF_reg_B0496.3f.1	B0496.3f.1	35.5632471210251	IV	7428934
q90TOF_reg_B0496.3g.1	B0496.3g.1	35.7929187154385	IV	7425729
q90TOF_reg_B0496.3h.1	B0496.3h.1	34.1119734119716	IV	7425729
q90TOF_reg_B0496.3h.2	B0496.3h.2	34.6183081953686	IV	7428934
q90TOF_reg_B0496.3i.1	B0496.3i.1	35.4053829972567	IV	7431348
q90TOF_reg_B0496.6.1	B0496.6.1	36.2061871976994	IV	7419118
q90TOF_reg_B0496.7.1	B0496.7.1	36.3455795401196	IV	7444639
q90TOF_reg_B0496.8.1	B0496.8.1	35.6503386589646	IV	7449067
q90TOF_reg_B0507.10.1	B0507.10.1	35.3848013249555	V	8758820
q90TOF_reg_B0507.1.1	B0507.1.1	35.4658327173268	V	8774323
q90TOF_reg_B0507.1.2	B0507.1.2	35.5931959383808	V	8774330
q90TOF_reg_B0507.2.1	B0507.2.1	35.3909022468706	V	8774332
q90TOF_reg_B0507.3a.1	B0507.3a.1	35.2423711804061	V	8768909
q90TOF_reg_B0507.3a.2	B0507.3a.2	35.0469318927683	V	8768903
q90TOF_reg_B0507.6.1	B0507.6.1	35.0189828955186	V	8746158
q90TOF_reg_B0507.8.1	B0507.8.1	35.0906388894362	V	8760622
q90TOF_reg_B0511.10.1	B0511.10.1	35.9522468294271	I	10640465
q90TOF_reg_B0511.11.1	B0511.11.1	36.3100965495551	I	10648600
q90TOF_reg_B0511.1.1	B0511.1.1	35.1240359875348	I	10667808
q90TOF_reg_B0511.12a.1	B0511.12a.1	34.0775383823026	I	10654299
q90TOF_reg_B0511.12b.1	B0511.12b.1	35.9379796348854	I	10654303
q90TOF_reg_B0511.13b.1	B0511.13b.1	35.4449176445136	I	10634569
q90TOF_reg_B0511.13b.2	B0511.13b.2	35.4662085241198	I	10634569
